Frame,Frametime,glfwPollEvents,InputUpdate,PlayerUpdate,WorldUpdate,Raycasting,CsvStuff,Draw UI,Update,ImGuiRender,WorldDrawChunks,DrawChunks,OpenGLRender,ChunkBuildMesh
4577,8486,1983,1986,2,0,0,8,10,1998,43,78,80,98,
4578,8695,1025,1029,3,0,0,8,7,1043,43,73,74,89,
4579,8018,462,466,1,0,0,7,17,476,43,74,76,99,
4580,8166,590,595,2,0,0,9,10,609,42,70,71,89,
4581,8535,489,493,2,0,0,8,12,507,43,76,78,97,
4582,8811,2920,2924,2,0,0,8,10,2938,43,81,83,100,
4583,7714,964,968,2,0,0,8,8,981,49,83,85,100,
4584,8227,1091,1095,2,0,0,7,11,1107,47,85,88,105,
4585,8628,1003,1006,2,0,0,7,10,1018,50,91,93,110,
4586,8839,506,510,2,0,0,8,10,523,56,70,73,90,
4587,8328,796,799,2,0,0,50,11,854,44,69,71,89,
4588,7816,926,930,1,0,0,7,8,941,52,68,70,85,
4589,8419,1000,1003,2,0,0,8,12,1015,57,102,106,126,
4590,8822,1311,1315,2,0,0,8,11,1329,43,80,82,102,
4591,7793,1078,1082,1,0,0,10,10,1097,50,98,100,117,
4592,8147,938,941,2,0,0,8,10,953,49,72,73,90,
4593,8661,1083,1086,1,0,0,9,7,1099,42,74,75,89,
4594,8483,605,609,1,0,0,9,11,622,46,70,72,90,
4595,7957,990,993,2,0,0,8,9,1006,44,69,71,86,
4596,8178,1077,1080,1,0,0,8,7,1093,44,77,79,93,
4597,8690,1067,1070,3,0,0,10,7,1086,57,72,73,87,
4598,8389,895,898,1,0,0,7,10,909,42,70,72,87,
4599,8016,927,930,2,0,0,8,8,942,57,76,79,95,
4600,8296,2394,2398,2,0,0,9,11,2412,53,79,81,99,
4601,8410,647,650,2,0,0,7,9,662,43,70,71,87,
4602,8655,886,889,2,0,0,8,8,901,43,80,82,97,
4603,7989,569,573,2,0,0,8,10,590,41,68,70,87,
4604,8072,487,490,2,0,0,7,10,502,42,71,72,88,
4605,8479,494,497,2,0,0,8,7,510,71,84,86,100,
4606,8701,746,748,2,0,0,8,10,761,44,70,72,90,
4607,8263,991,995,2,0,0,8,10,1009,42,73,75,92,
4608,7976,1217,1221,2,0,0,10,8,1235,42,74,76,90,
4609,8649,1031,1035,2,0,0,8,10,1048,48,92,94,111,
4610,8579,549,553,2,0,0,11,10,570,50,70,73,89,
4611,7869,1496,1499,1,0,0,9,8,1513,40,70,72,87,
4612,8419,1529,1533,1,0,0,8,7,1545,40,69,72,86,
4613,8302,525,528,2,0,0,8,7,540,53,85,87,102,
4614,8928,721,725,2,0,0,9,11,739,59,72,74,91,
4615,8043,668,672,2,0,0,9,11,686,44,76,78,96,
4616,7947,678,682,2,0,0,8,8,696,61,89,92,108,
4617,8430,546,550,2,0,0,12,11,567,60,87,90,109,
4618,9045,2436,2440,2,0,0,8,11,2453,41,70,72,90,
4619,7628,2689,2693,2,0,0,9,11,2707,43,75,76,96,
4620,8091,1236,1240,2,0,0,10,8,1257,43,72,74,88,
4621,8685,1039,1042,2,0,0,7,12,1053,42,87,89,107,
4622,8746,703,707,2,0,0,10,12,722,41,89,90,111,
4623,7738,2304,2308,2,0,0,9,9,2323,40,73,75,91,
4624,8388,1469,1473,2,0,0,8,11,1487,46,74,76,95,
4625,8491,505,509,2,0,0,9,12,523,65,89,92,110,
4626,8675,1003,1007,2,0,0,8,11,1020,58,74,76,95,
4627,7862,505,510,2,0,0,11,10,527,55,74,76,94,
4628,8193,558,562,2,0,0,7,10,576,42,70,72,88,
4629,8320,553,556,2,0,0,11,13,573,61,101,103,124,
4630,8786,812,815,1,0,0,7,7,826,41,68,71,87,
4631,7981,966,970,2,0,0,7,10,981,42,71,73,90,
4632,8239,999,1002,3,0,0,8,12,1016,50,87,89,108,
4633,8647,1117,1121,2,0,0,9,12,1136,49,135,137,157,
4634,8848,501,505,3,0,0,10,9,523,43,69,72,87,
4635,7623,482,485,2,0,0,7,7,497,47,69,70,84,
4636,8314,2754,2759,2,0,0,8,12,2772,44,76,79,98,
4637,8358,533,537,3,0,0,8,9,551,47,85,87,104,
4638,8897,919,923,2,0,0,9,10,936,42,69,72,88,
4639,8260,738,743,2,0,0,11,12,759,60,91,95,116,
4640,7871,1091,1095,3,0,0,11,11,1115,47,82,85,103,
4641,8623,925,928,2,0,0,8,9,941,41,70,72,88,
4642,8393,740,744,1,0,0,7,10,755,42,77,79,96,
4643,8056,977,980,1,0,0,7,10,991,49,72,73,90,
4644,8122,1027,1031,2,0,0,9,10,1045,44,96,99,118,
4645,8830,986,990,2,0,0,8,11,1003,60,81,83,101,
4646,8512,1075,1079,2,0,0,10,7,1093,43,75,77,90,
4647,7675,865,868,1,0,0,7,10,879,42,70,72,88,
4648,8377,938,941,1,0,0,7,11,953,44,70,72,88,
4649,8417,573,576,2,0,0,8,12,589,63,91,93,112,
4650,8732,1077,1082,3,0,0,9,10,1097,54,103,105,122,
4651,7980,1161,1166,2,0,0,10,9,1180,46,71,73,89,
4652,8412,519,522,1,0,0,8,6,534,42,66,68,81,
4653,8153,877,881,2,0,0,10,8,896,43,72,74,89,
4654,8997,3284,3289,2,0,0,9,15,3303,44,88,91,114,
4655,7591,2520,2524,2,0,0,9,8,2538,43,72,74,90,
4656,8208,934,937,1,0,0,7,10,948,44,75,77,95,
4657,8753,1102,1106,3,0,0,10,12,1123,71,101,104,124,
4658,8498,1151,1155,2,0,0,7,8,1167,43,78,80,96,
4659,8251,1471,1475,2,0,0,9,7,1488,42,74,75,88,
4660,7977,557,559,2,0,0,7,9,570,41,79,81,99,
4661,8440,538,541,1,0,0,8,10,553,46,73,75,91,
4662,8968,679,682,1,0,0,55,8,740,42,79,80,93,
4663,7638,514,517,2,0,0,9,10,532,43,75,77,94,
4664,8258,462,465,1,0,0,6,7,474,43,70,72,84,
4665,8443,688,693,2,0,0,7,11,705,42,78,81,98,
4666,8684,3718,3722,2,0,0,8,14,3736,44,91,94,115,
4667,8171,1056,1060,2,0,0,9,6,1074,43,80,82,95,
4668,7994,3450,3454,2,0,0,9,9,3468,46,72,75,91,
4669,8721,957,961,2,0,0,8,9,973,48,77,79,94,
4670,8445,1278,1282,2,0,0,8,8,1295,57,74,76,92,
4671,8396,2160,2164,1,0,0,8,8,2177,44,69,71,85,
4672,7937,937,941,2,0,0,8,9,954,66,76,78,94,
4673,8364,531,535,2,0,0,8,7,548,47,69,71,106,
4674,8777,968,971,2,0,0,8,9,983,50,77,79,95,
4675,7980,703,708,2,0,0,12,8,725,43,67,69,85,
4676,8083,521,524,2,0,0,8,7,537,59,69,71,87,
4677,9041,541,546,2,0,0,9,11,561,60,93,96,116,
4678,8236,1393,1397,3,0,0,10,13,1412,58,92,94,114,
4679,8278,1245,1249,2,0,0,9,12,1264,45,84,87,108,
4680,8046,3345,3349,2,0,0,9,9,3364,41,70,72,89,
4681,8645,6088,6092,2,0,0,8,13,6106,43,80,82,103,
4682,8624,1110,1115,1,0,0,9,12,1128,41,83,85,105,
4683,7849,1101,1105,2,0,0,8,9,1117,52,72,74,89,
4684,8227,634,639,2,0,0,11,10,656,54,81,84,103,
4685,8273,925,928,2,0,0,8,7,941,42,71,73,87,
4686,9058,1005,1008,2,0,0,9,10,1030,71,89,92,110,
4687,7579,1172,1176,2,0,0,9,9,1191,55,87,90,107,
4688,8354,677,682,3,0,0,11,7,699,46,74,77,92,
4689,8369,1005,1010,3,0,0,11,10,1027,45,124,126,144,
4690,9216,3526,3531,3,0,0,12,12,3549,52,79,82,103,
4691,7354,1001,1004,2,0,0,8,10,1018,44,76,78,95,
4692,8110,1170,1174,2,0,0,9,11,1188,41,74,76,94,
4693,8707,1097,1100,1,0,0,6,7,1110,42,72,74,87,
4694,8371,594,597,2,0,0,8,7,609,45,66,69,83,
4695,8062,779,783,3,0,0,8,9,797,41,78,81,95,
4696,8335,2601,2605,2,0,0,10,12,2620,44,77,79,99,
4697,8905,515,518,1,0,0,8,10,529,44,77,79,95,
4698,8444,4590,4594,2,0,0,8,10,4607,41,103,105,122,
4699,7635,700,704,3,0,0,9,10,720,65,94,97,118,
4700,8285,728,733,2,0,0,10,8,748,44,80,82,97,
4701,8748,683,686,1,0,0,7,9,697,42,78,80,95,
4702,8477,473,477,2,0,0,8,10,490,44,86,89,106,
4703,7815,984,987,2,0,0,7,8,999,41,88,92,126,
4704,8137,983,986,2,0,0,8,10,999,52,77,80,98,
4705,8788,992,995,1,0,0,7,8,1006,50,91,94,108,
4706,8499,477,480,2,0,0,9,7,494,43,71,73,88,
4707,8349,1527,1530,1,0,0,6,10,1541,42,83,85,102,
4708,8341,1353,1357,2,0,0,8,9,1370,42,85,87,103,
4709,8009,5650,5655,2,0,0,8,11,5668,38,71,73,91,
4710,8761,787,790,2,0,0,6,6,801,39,72,75,86,
4711,8111,1261,1265,2,0,0,8,10,1279,51,97,99,119,
4712,8114,975,979,1,0,0,8,9,991,45,74,77,93,
4713,8334,936,941,2,0,0,11,9,959,55,77,79,95,
4714,8812,2560,2566,3,0,0,11,10,2583,43,71,74,92,
4715,7749,1004,1008,2,0,0,8,8,1021,42,70,72,87,
4716,8699,922,925,1,0,0,8,7,936,44,75,77,90,
4717,8228,1035,1039,2,0,0,8,8,1052,45,77,79,94,
4718,8707,694,698,1,0,0,8,6,709,41,71,73,86,
4719,7752,631,634,1,0,0,10,10,648,56,72,74,91,
4720,8243,1599,1602,2,0,0,8,8,1614,42,73,75,89,
4721,8548,866,869,8,0,0,9,10,888,62,75,78,94,
4722,8633,923,926,2,0,0,8,8,938,49,80,82,96,
4723,7882,645,650,1,0,0,8,9,661,49,68,70,85,
4724,8223,508,511,2,0,0,8,8,525,48,69,71,86,
4725,8413,478,482,2,0,0,9,10,495,50,78,80,96,
4726,8686,3529,3533,3,0,0,11,10,3551,50,72,74,91,
4727,8078,909,913,2,0,0,8,9,925,65,90,92,108,
4728,8066,1237,1240,2,0,0,7,12,1252,45,77,80,100,
4729,8684,1049,1053,2,0,0,8,7,1066,53,71,73,88,
4730,8584,509,514,2,0,0,12,11,532,60,95,99,118,
4731,7869,1458,1462,1,0,0,7,9,1472,41,71,73,89,
4732,8345,934,937,2,0,0,7,6,949,56,75,76,89,
4733,8448,565,569,2,0,0,9,7,583,51,71,73,88,
4734,8632,905,909,8,0,0,8,10,927,42,72,73,90,
4735,8302,531,535,2,0,0,9,12,549,52,81,84,103,
4736,7902,819,825,1,0,0,8,10,837,43,77,80,96,
4737,8764,754,758,2,0,0,9,9,773,55,71,73,92,
4738,8557,626,629,2,0,0,7,7,640,43,65,67,79,
4739,7886,1072,1075,2,0,0,7,10,1087,46,74,76,94,
4740,8123,1472,1474,2,0,0,7,8,1486,42,96,98,112,
4741,8642,1021,1024,2,0,0,17,10,1046,44,70,73,89,
4742,8741,749,753,2,0,0,9,10,767,43,81,85,105,
4743,7663,864,868,2,0,0,8,10,886,42,77,79,97,
4744,8289,1431,1434,2,0,0,8,8,1446,67,71,73,88,
4745,8369,949,953,2,0,0,8,10,965,42,74,76,92,
4746,8742,615,619,2,0,0,8,10,631,50,106,109,126,
4747,8181,475,478,2,0,0,7,7,489,43,84,86,99,
4748,7980,488,490,2,0,0,8,8,502,52,71,73,88,
4749,8599,501,505,2,0,0,12,8,522,63,90,92,109,
4750,8556,2395,2399,1,0,0,8,7,2410,40,72,74,87,
4751,8184,962,967,2,0,0,8,7,979,50,69,72,85,
4752,8097,1154,1158,2,0,0,10,9,1172,43,78,80,96,
4753,8562,2550,2554,2,0,0,9,10,2568,42,70,72,89,
4754,9094,506,510,2,0,0,7,9,522,48,73,75,90,
4755,7532,587,592,2,0,0,8,8,605,59,94,98,115,
4756,8284,2514,2518,1,0,0,8,10,2530,41,73,75,93,
4757,8523,716,734,3,0,0,10,8,750,49,70,72,87,
4758,8905,1686,1690,2,0,0,8,9,1703,44,73,75,92,
4759,7827,706,710,1,0,0,8,10,723,43,71,73,90,
4760,8208,985,988,2,0,0,10,7,1002,47,71,73,86,
4761,8403,866,869,2,0,0,8,9,882,46,90,92,108,
4762,9000,1051,1055,2,0,0,18,10,1080,69,104,107,125,
4763,7685,629,634,3,0,0,8,6,646,44,70,72,84,
4764,7944,2496,2499,2,0,0,8,8,2512,40,71,72,88,
4765,8708,977,981,1,0,0,8,10,993,51,71,72,89,
4766,8762,699,704,2,0,0,8,10,717,49,68,70,86,
4767,7593,478,482,2,0,0,9,8,496,53,68,70,85,
4768,8340,2066,2069,2,0,0,7,8,2080,40,72,74,88,
4769,8650,552,556,3,0,0,10,9,572,44,71,73,88,
4770,8622,1539,1543,2,0,0,8,7,1557,50,78,80,94,
4771,7888,1229,1233,2,0,0,8,8,1246,53,83,86,102,
4772,8479,506,509,2,0,0,8,6,522,43,68,70,82,
4773,8374,2918,2922,2,0,0,9,14,2937,50,85,87,110,
4774,8479,1276,1280,2,0,0,12,11,1297,45,73,75,93,
4775,7802,1030,1033,2,0,0,8,13,1045,67,111,114,134,
4776,8234,814,819,2,0,0,9,11,834,49,74,77,95,
4777,8563,1040,1043,1,0,0,8,14,1055,68,79,82,105,
4778,8685,435,439,2,0,0,12,8,455,62,90,93,108,
4779,7853,2220,2224,2,0,0,8,10,2236,61,92,95,112,
4780,8314,1615,1619,2,0,0,9,8,1634,44,74,76,90,
4781,8560,533,536,3,0,0,10,10,552,56,75,81,110,
4782,8495,972,976,2,0,0,9,7,990,42,76,78,92,
4783,8122,502,505,2,0,0,9,8,519,52,78,80,99,
4784,8167,523,527,2,0,0,8,8,539,44,77,80,96,
4785,8654,716,719,1,0,0,7,7,729,60,76,79,92,
4786,9032,1516,1519,2,0,0,8,8,1532,43,79,81,95,
4787,7669,939,943,1,0,0,8,7,955,42,80,83,97,
4788,7994,3179,3184,2,0,0,9,10,3198,53,72,74,92,
4789,8490,2998,3002,1,0,0,9,10,3016,41,70,72,90,
4790,8514,527,530,2,0,0,8,6,543,42,68,70,81,
4791,8003,2286,2289,2,0,0,8,10,2302,43,82,84,102,
4792,8421,2120,2122,2,0,0,8,10,2135,41,71,74,90,
4793,8331,1128,1131,2,0,0,7,9,1143,55,70,72,87,
4794,8808,945,948,2,0,0,9,7,963,49,72,76,90,
4795,8044,605,608,2,0,0,9,7,623,48,83,85,97,
4796,8127,686,690,2,0,0,10,12,706,41,97,100,119,
4797,8520,901,904,1,0,0,8,9,916,41,76,78,94,
4798,8463,605,609,2,0,0,10,7,624,51,77,79,94,
4799,8230,975,979,1,0,0,7,7,990,42,79,81,95,
4800,7938,2369,2374,1,0,0,9,10,2387,43,78,80,96,
4801,8769,1017,1020,2,0,0,10,9,1034,43,77,79,93,
4802,8907,655,659,1,0,0,53,14,716,54,72,74,97,
4803,7476,571,573,2,0,0,7,9,584,44,81,83,100,
4804,8254,2094,2098,2,0,0,9,8,2112,47,73,76,90,
4805,8452,517,520,3,0,0,8,9,534,56,90,92,108,
4806,8602,921,925,2,0,0,8,10,938,50,72,74,90,
4807,8209,470,474,2,0,0,9,8,487,45,73,75,90,
4808,7984,965,969,2,0,0,7,8,981,42,69,71,86,
4809,8687,755,759,2,0,0,8,9,772,54,84,87,102,
4810,8569,1060,1065,3,0,0,11,12,1082,52,87,89,110,
4811,8086,958,961,2,0,0,7,11,972,49,82,84,105,
4812,8409,2634,2639,1,0,0,9,15,2652,44,79,81,104,
4813,8324,1475,1479,2,0,0,9,16,1493,42,73,75,98,
4814,8692,605,609,2,0,0,7,7,621,45,73,76,89,
4815,7775,860,864,2,0,0,9,11,878,44,83,85,102,
4816,16705,6585,6590,2,0,0,9,13,6603,42,73,75,96,
4817,8613,833,837,2,0,0,9,12,850,42,70,72,90,
4818,8143,477,480,1,0,0,7,7,490,44,70,72,84,
4819,8201,868,872,1,0,0,12,11,889,50,70,73,91,
4820,8235,927,931,1,0,0,8,11,944,47,70,72,90,
4821,8738,1698,1701,1,0,0,8,11,1713,42,72,75,91,
4822,8067,914,918,1,0,0,9,8,932,62,74,76,93,
4823,8123,890,894,1,0,0,8,11,906,48,71,73,90,
4824,8452,1041,1044,2,0,0,11,10,1061,44,87,89,106,
4825,8806,894,897,2,0,0,10,13,912,42,78,81,101,
4826,8420,3182,3186,2,0,0,10,15,3201,53,90,94,116,
4827,8115,1502,1505,2,0,0,7,10,1517,42,75,77,94,
4828,16265,9801,9806,2,0,0,9,13,9820,40,71,73,94,
4829,9028,2713,2717,2,0,0,9,11,2730,45,73,75,93,
4830,7871,1739,1742,2,0,0,7,7,1753,39,71,74,86,
4831,8075,1009,1014,2,0,0,10,10,1028,50,72,74,90,
4832,9076,1657,1661,2,0,0,10,12,1677,52,76,78,98,
4833,7738,3071,3076,2,0,0,8,11,3089,41,72,75,93,
4834,8239,1050,1054,1,0,0,8,10,1066,41,72,74,90,
4835,8542,2466,2469,1,0,0,8,11,2481,42,70,72,90,
4836,8601,481,484,2,0,0,7,10,496,43,68,70,86,
4837,8119,2077,2080,1,0,0,7,12,2092,41,75,77,96,
4838,8051,601,603,3,0,0,9,10,618,53,70,72,90,
4839,8477,657,662,2,0,0,9,11,676,44,68,70,89,
4840,8638,1087,1091,2,0,0,9,8,1105,48,78,80,94,
4841,7972,472,475,2,0,0,8,13,488,46,73,75,95,
4842,8180,582,585,2,0,0,73,9,664,45,73,75,91,
4843,8445,909,913,2,0,0,9,11,928,42,81,84,102,
4844,8893,3443,3447,1,0,0,8,12,3460,60,81,85,106,
4845,7971,962,965,2,0,0,11,13,982,56,77,80,98,
4846,7963,1164,1167,2,0,0,8,11,1179,42,76,78,95,
4847,8764,1114,1119,2,0,0,9,11,1133,43,71,73,92,
4848,8695,830,834,3,0,0,19,7,860,42,71,73,86,
4849,7814,490,494,2,0,0,8,10,508,43,73,75,92,
4850,8197,1821,1825,1,0,0,8,9,1838,42,75,77,94,
4851,8378,466,471,2,0,0,9,7,484,45,84,86,101,
4852,8664,979,982,1,0,0,7,9,994,41,72,74,88,
4853,8188,490,493,2,0,0,7,9,505,49,70,72,87,
4854,8088,570,573,2,0,0,7,12,584,52,74,76,96,
4855,8377,696,700,2,0,0,8,11,713,57,71,73,93,
4856,9058,3255,3259,2,0,0,10,10,3274,43,86,89,107,
4857,8110,4450,4454,2,0,0,8,12,4468,42,76,78,100,
4858,8078,4937,4941,2,0,0,9,12,4955,42,77,79,99,
4859,8263,1663,1667,2,0,0,9,14,1683,50,81,84,107,
4860,8968,810,814,2,0,0,8,12,827,60,85,88,116,
4861,8107,488,492,2,0,0,8,10,504,50,70,73,90,
4862,7809,714,719,2,0,0,9,7,733,45,79,80,94,
4863,8420,498,502,2,0,0,12,8,519,45,76,78,94,
4864,8752,911,914,1,0,0,6,12,924,41,70,72,90,
4865,7947,697,700,2,0,0,8,9,712,45,75,78,94,
4866,8069,529,532,1,0,0,8,8,545,49,72,74,90,
4867,8621,943,948,2,0,0,9,11,962,51,69,71,89,
4868,9042,1001,1005,2,0,0,9,13,1020,40,82,85,105,
4869,7426,1050,1054,1,0,0,8,10,1066,46,72,75,91,
4870,8273,1013,1016,2,0,0,7,8,1027,43,75,77,93,
4871,8585,2396,2400,2,0,0,8,9,2413,53,72,74,91,
4872,8725,935,938,2,0,0,9,7,952,50,74,76,97,
4873,8035,541,546,2,0,0,9,8,561,47,80,82,97,
4874,8044,1344,1349,2,0,0,9,9,1363,43,72,74,91,
4875,8579,476,480,2,0,0,10,10,496,69,91,93,112,
4876,8531,2372,2376,1,0,0,8,11,2389,54,74,76,94,
4877,7933,473,478,2,0,0,7,11,491,46,75,77,97,
4878,8376,502,506,1,0,0,10,8,520,41,70,71,86,
4879,8488,758,762,2,0,0,11,9,778,43,69,71,87,
4880,8974,832,835,1,0,0,9,9,849,66,92,95,113,
4881,7804,700,704,2,0,0,7,10,716,47,72,74,90,
4882,7836,2458,2463,2,0,0,9,9,2477,43,73,75,92,
4883,8944,1523,1527,1,0,0,10,8,1541,41,71,73,87,
4884,8439,1102,1106,2,0,0,8,9,1119,59,87,89,105,
4885,8029,803,807,2,0,0,8,13,821,57,94,98,118,
4886,8037,1010,1014,2,0,0,9,8,1028,42,72,75,89,
4887,8386,595,600,2,0,0,11,9,617,57,90,93,110,
4888,8871,919,923,1,0,0,8,11,936,41,71,72,90,
4889,7968,926,930,2,0,0,9,11,944,49,75,77,96,
4890,8388,890,895,2,0,0,8,7,908,42,70,72,86,
4891,8273,3715,3720,2,0,0,9,12,3735,44,81,83,103,
4892,8525,2318,2322,2,0,0,9,10,2335,42,72,74,93,
4893,7981,921,924,2,0,0,8,16,937,71,100,104,128,
4894,8147,946,950,2,0,0,9,10,964,44,71,74,90,
4895,8529,746,750,2,0,0,9,8,764,41,80,83,97,
4896,8866,1008,1011,2,0,0,8,8,1027,41,70,72,86,
4897,7739,577,580,2,0,0,8,10,592,51,70,72,89,
4898,8261,1662,1666,1,0,0,7,9,1677,39,75,77,91,
4899,8639,515,519,2,0,0,10,9,535,48,89,91,107,
4900,8697,1014,1017,2,0,0,16,13,1038,59,103,106,127,
4901,7914,538,544,3,0,0,11,10,561,43,73,75,93,
4902,8124,630,633,2,0,0,8,7,646,49,70,72,85,
4903,8479,725,728,2,0,0,8,10,740,53,74,75,92,
4904,8886,3449,3454,1,0,0,9,10,3468,43,71,73,91,
4905,8377,1288,1293,1,0,0,9,9,1306,45,76,78,95,
4906,7661,3290,3294,2,0,0,10,9,3309,44,73,76,93,
4907,8559,2437,2441,1,0,0,9,9,2455,43,72,75,91,
4908,8641,895,898,2,0,0,11,7,912,44,71,73,88,
4909,7852,545,549,2,0,0,9,11,563,43,72,74,93,
4910,8180,1883,1886,2,0,0,10,8,1902,43,71,73,88,
4911,8429,536,539,1,0,0,8,7,551,43,75,77,90,
4912,8784,567,572,2,0,0,9,7,585,43,73,75,89,
4913,7827,494,499,2,0,0,10,11,514,45,73,76,95,
4914,8210,14,16,1,0,0,7,10,27,43,71,73,94,
4915,8465,16,20,2,0,0,9,11,33,58,90,93,111,
4916,8706,15,19,2,0,0,8,6,30,46,68,70,82,
4917,7937,14,17,1,0,0,8,7,28,42,82,84,97,
4918,8190,15,18,2,0,0,6,9,28,51,75,78,94,
4919,8561,14,17,1,0,0,7,7,28,52,69,71,83,
4920,8580,149,154,2,0,0,12,12,172,46,88,91,109,
4921,7921,14,16,1,0,0,6,10,26,42,70,72,89,
4922,8531,15,21,2,0,0,7,9,33,46,70,72,87,
4923,8312,16,20,3,0,0,10,11,36,60,88,90,109,
4924,8682,16,19,1,0,0,6,14,29,42,70,72,93,
4925,7820,14,17,1,0,0,6,9,27,42,67,69,84,
4926,8382,14,17,1,0,0,7,9,27,45,67,70,85,
4927,8292,14,17,1,0,0,6,11,27,41,72,74,92,
4928,8762,26,28,1,0,0,6,7,38,44,69,71,83,
4929,8490,16,19,2,0,0,9,7,32,65,76,79,93,
4930,8029,15,18,1,0,0,7,9,28,43,84,86,102,
4931,8173,13,16,2,0,0,7,10,27,45,73,76,92,
4932,8684,15,17,2,0,0,8,8,29,62,107,110,126,
4933,8190,18,21,2,0,0,8,8,33,58,83,86,100,
4934,8022,13,15,1,0,0,7,6,26,44,79,81,93,
4935,8605,13,15,2,0,0,7,6,27,42,75,78,89,
4936,8451,14,17,1,0,0,6,10,27,46,71,74,91,
4937,8006,14,16,1,0,0,7,8,27,74,69,71,86,
4938,8185,15,18,1,0,0,6,12,28,53,108,111,130,
4939,8554,14,17,1,0,0,6,10,27,40,67,69,85,
4940,8880,133,137,1,0,0,7,10,148,61,97,100,118,
4941,7881,14,17,1,0,0,7,8,28,42,72,73,88,
4942,8011,13,16,2,0,0,8,10,27,45,70,72,87,
4943,8548,12,15,1,0,0,52,5,70,40,68,70,80,
4944,8619,17,20,2,0,0,6,8,30,58,84,87,103,
4945,8277,13,16,1,0,0,5,9,25,46,70,71,86,
4946,8086,16,20,2,0,0,11,11,36,66,85,89,107,
4947,8292,16,19,2,0,0,9,11,37,58,97,101,119,
4948,8602,15,18,2,0,0,8,9,29,45,72,74,89,
4949,8110,13,16,2,0,0,6,17,26,42,78,80,104,
4950,8297,12,15,1,0,0,9,10,28,43,70,72,89,
4951,8259,97,101,1,0,0,7,12,111,48,88,91,109,
4952,8919,14,16,2,0,0,6,9,26,49,72,74,90,
4953,7989,14,16,1,0,0,6,9,26,65,75,77,93,
4954,8178,12,14,1,0,0,6,10,24,50,69,71,86,
4955,8389,13,16,2,0,0,7,13,27,55,85,88,109,
4956,8704,137,141,2,0,0,9,10,155,43,74,76,93,
4957,7929,14,16,1,0,0,7,7,26,42,71,73,87,
4958,8198,12,16,1,0,0,7,6,26,41,69,70,82,
4959,8427,14,18,1,0,0,7,11,28,51,79,82,98,
4960,8751,13,16,2,0,0,6,7,26,47,70,72,84,
4961,7999,14,17,1,0,0,7,8,27,41,69,71,84,
4962,8058,14,17,2,0,0,6,9,26,42,71,74,88,
4963,8476,13,15,2,0,0,6,9,24,40,66,68,82,
4964,8617,14,16,1,0,0,7,11,26,42,72,74,90,
4965,8110,14,16,1,0,0,6,7,26,49,88,90,106,
4966,8230,14,18,1,0,0,7,7,28,44,71,74,87,
4967,8441,16,19,1,0,0,7,7,30,41,71,73,85,
4968,8662,14,17,1,0,0,6,7,27,46,80,83,97,
4969,8144,13,16,2,0,0,5,7,25,40,68,70,83,
4970,7984,12,16,1,0,0,7,10,27,46,81,83,100,
4971,8612,14,16,2,0,0,6,6,26,40,72,74,85,
4972,8601,37,42,2,0,0,11,7,60,70,73,76,93,
4973,8053,14,18,2,0,0,7,9,29,46,68,70,85,
4974,8095,54,58,2,0,0,8,8,71,42,71,73,88,
4975,8512,14,17,1,0,0,6,9,26,47,68,71,85,
4976,8659,14,17,1,0,0,6,11,27,47,68,70,87,
4977,8296,14,18,1,0,0,6,7,27,46,70,72,85,
4978,7864,23,27,2,0,0,7,7,38,42,71,73,87,
4979,8542,14,17,1,0,0,7,8,27,47,73,75,89,
4980,8688,20,24,3,0,0,9,12,39,51,80,82,101,
4981,8074,14,17,1,0,0,7,10,27,46,72,74,90,
4982,8085,16,18,1,0,0,7,7,28,46,72,75,88,
4983,8569,13,15,1,0,0,6,11,25,45,69,70,87,
4984,8985,15,19,2,0,0,8,11,31,61,79,81,99,
4985,7500,14,16,1,0,0,6,9,26,45,75,78,94,
4986,8276,14,17,1,0,0,7,7,27,40,75,77,89,
4987,8351,15,17,2,0,0,6,9,27,41,69,71,86,
4988,8744,14,17,1,0,0,6,11,27,47,72,74,91,
4989,7999,14,16,1,0,0,6,7,26,45,72,74,87,
4990,8246,14,17,1,0,0,7,7,27,65,76,79,93,
4991,8582,16,19,1,0,0,8,11,32,67,95,98,117,
4992,8537,170,173,1,0,0,7,15,183,42,70,72,94,
4993,8201,13,16,2,0,0,7,10,26,42,68,70,86,
4994,8026,14,17,1,0,0,7,11,27,45,90,93,111,
4995,8743,12,16,1,0,0,7,7,26,46,85,87,101,
4996,8526,19,22,2,0,0,7,7,34,44,70,72,86,
4997,8048,19,21,2,0,0,10,9,36,47,68,71,87,
4998,7963,14,16,1,0,0,7,7,27,46,74,77,91,
4999,8505,13,15,2,0,0,7,8,26,40,67,69,82,
5000,8636,13,16,1,0,0,6,7,26,41,70,72,85,
5001,8245,13,16,1,0,0,6,9,25,45,69,71,86,
5002,8006,70,76,3,0,0,12,13,95,63,107,110,134,
5003,8760,15,19,1,0,0,7,6,29,41,69,71,82,
5004,8504,59,63,1,0,0,8,9,74,56,95,98,115,
5005,7892,14,18,1,0,0,7,10,28,44,72,74,91,
5006,8211,14,17,1,0,0,8,10,29,45,72,75,91,
5007,8574,13,16,1,0,0,7,7,26,42,76,79,91,
5008,8488,14,17,2,0,0,15,9,37,42,69,70,86,
5009,7952,13,16,2,0,0,7,10,26,54,84,86,103,
5010,8271,14,16,1,0,0,7,10,27,44,73,75,91,
